Date,Price,Action,Position,Current Capital
2020-08-27,29.23,,0.0,218653.95
2020-08-28,30.38,,0.0,218653.95
2020-08-31,29.53,,0.0,218653.95
2020-09-01,28.61,,0.0,218653.95
2020-09-02,29.06,,0.0,218653.95
2020-09-03,29.53,,0.0,218653.95
2020-09-04,28.13,,0.0,218653.95
2020-09-07,27.81,,0.0,218653.95
2020-09-08,27.53,,0.0,218653.95
2020-09-09,27.94,BUY,7825.0,23.45000000001164
2020-09-10,29.15,,7825.0,23.45000000001164
2020-09-11,28.99,,7825.0,23.45000000001164
2020-09-14,31.2,,7825.0,23.45000000001164
2020-09-15,30.53,,7825.0,23.45000000001164
2020-09-16,30.71,,7825.0,23.45000000001164
2020-09-17,29.13,,7825.0,23.45000000001164
2020-09-18,28.68,,7825.0,23.45000000001164
2020-09-21,27.05,,7825.0,23.45000000001164
2020-09-22,28.47,,7825.0,23.45000000001164
2020-09-23,27.12,,7825.0,23.45000000001164
2020-09-24,27.4,,7825.0,23.45000000001164
2020-09-25,26.75,,7825.0,23.45000000001164
2020-09-28,28.28,,7825.0,23.45000000001164
2020-09-29,27.36,,7825.0,23.45000000001164
2020-09-30,27.5,,7825.0,23.45000000001164
2020-10-01,27.07,,7825.0,23.45000000001164
2020-10-02,27.59,,7825.0,23.45000000001164
2020-10-05,27.49,,7825.0,23.45000000001164
2020-10-06,27.34,,7825.0,23.45000000001164
2020-10-07,27.44,,7825.0,23.45000000001164
2020-10-08,26.88,,7825.0,23.45000000001164
2020-10-09,26.24,,7825.0,23.45000000001164
2020-10-12,26.4,SELL,0.0,206603.45
2020-10-13,25.74,,0.0,206603.45
2020-10-14,26.28,,0.0,206603.45
2020-10-15,25.48,,0.0,206603.45
2020-10-16,25.4,,0.0,206603.45
2020-10-19,25.49,,0.0,206603.45
2020-10-20,24.92,,0.0,206603.45
2020-10-21,24.06,,0.0,206603.45
2020-10-22,24.68,,0.0,206603.45
2020-10-23,25.98,,0.0,206603.45
2020-10-26,24.35,,0.0,206603.45
2020-10-27,24.55,,0.0,206603.45
2020-10-28,23.52,,0.0,206603.45
2020-10-29,24.15,,0.0,206603.45
2020-10-30,24.19,,0.0,206603.45
2020-11-02,24.15,,0.0,206603.45
2020-11-03,24.86,,0.0,206603.45
2020-11-04,25.57,,0.0,206603.45
2020-11-05,26.43,,0.0,206603.45
2020-11-06,25.85,,0.0,206603.45
2020-11-09,26.97,,0.0,206603.45
2020-11-10,26.64,,0.0,206603.45
2020-11-11,26.52,,0.0,206603.45
2020-11-12,26.32,,0.0,206603.45
2020-11-13,26.68,,0.0,206603.45
2020-11-16,27.79,,0.0,206603.45
2020-11-17,27.04,,0.0,206603.45
2020-11-18,27.59,,0.0,206603.45
2020-11-19,26.75,,0.0,206603.45
2020-11-20,27.15,,0.0,206603.45
2020-11-23,27.67,,0.0,206603.45
2020-11-24,28.04,,0.0,206603.45
2020-11-25,28.04,,0.0,206603.45
2020-11-26,28.54,BUY,7239.0,2.39000000001397
2020-11-27,28.59,,7239.0,2.39000000001397
2020-11-30,29.6,,7239.0,2.39000000001397
2020-12-01,29.33,,7239.0,2.39000000001397
2020-12-02,30.01,,7239.0,2.39000000001397
2020-12-03,29.46,,7239.0,2.39000000001397
2020-12-04,30.57,,7239.0,2.39000000001397
2020-12-07,30.07,,7239.0,2.39000000001397
2020-12-08,30.02,,7239.0,2.39000000001397
2020-12-09,30.16,,7239.0,2.39000000001397
2020-12-10,31.36,,7239.0,2.39000000001397
2020-12-11,30.98,,7239.0,2.39000000001397
2020-12-14,31.27,,7239.0,2.39000000001397
2020-12-15,32.43,,7239.0,2.39000000001397
2020-12-16,32.03,,7239.0,2.39000000001397
2020-12-17,32.21,,7239.0,2.39000000001397
2020-12-18,31.36,,7239.0,2.39000000001397
2020-12-21,31.14,,7239.0,2.39000000001397
2020-12-22,31.39,,7239.0,2.39000000001397
2020-12-23,32.15,,7239.0,2.39000000001397
2020-12-24,32.41,,7239.0,2.39000000001397
2020-12-28,33.66,,7239.0,2.39000000001397
2020-12-29,33.25,,7239.0,2.39000000001397
2020-12-30,32.42,,7239.0,2.39000000001397
2020-12-31,32.94,,7239.0,2.39000000001397
2021-01-04,33.89,,7239.0,2.39000000001397
2021-01-05,33.15,,7239.0,2.39000000001397
2021-01-06,33.83,,7239.0,2.39000000001397
2021-01-07,34.97,,7239.0,2.39000000001397
2021-01-08,35.14,,7239.0,2.39000000001397
2021-01-11,34.76,,7239.0,2.39000000001397
2021-01-12,34.88,,7239.0,2.39000000001397
2021-01-13,33.88,,7239.0,2.39000000001397
2021-01-14,33.76,,7239.0,2.39000000001397
2021-01-15,31.96,,7239.0,2.39000000001397
2021-01-18,31.84,,7239.0,2.39000000001397
2021-01-19,33.3,,7239.0,2.39000000001397
2021-01-20,33.12,,7239.0,2.39000000001397
2021-01-21,34.32,,7239.0,2.39000000001397
2021-01-22,34.45,,7239.0,2.39000000001397
2021-01-25,33.39,,7239.0,2.39000000001397
2021-01-26,33.56,,7239.0,2.39000000001397
2021-01-27,33.51,,7239.0,2.39000000001397
2021-01-28,34.17,,7239.0,2.39000000001397
2021-01-29,33.18,,7239.0,2.39000000001397
2021-02-01,33.08,,7239.0,2.39000000001397
2021-02-02,35.19,,7239.0,2.39000000001397
2021-02-03,37.65,,7239.0,2.39000000001397
2021-02-04,37.49,,7239.0,2.39000000001397
2021-02-05,38.43,,7239.0,2.39000000001397
2021-02-08,38.84,,7239.0,2.39000000001397
2021-02-09,38.49,,7239.0,2.39000000001397
2021-02-10,39.56,,7239.0,2.39000000001397
2021-02-11,39.0,,7239.0,2.39000000001397
2021-02-12,40.28,,7239.0,2.39000000001397
2021-02-15,39.81,,7239.0,2.39000000001397
2021-02-16,39.13,,7239.0,2.39000000001397
2021-02-17,38.4,,7239.0,2.39000000001397
2021-02-18,38.61,,7239.0,2.39000000001397
2021-02-19,37.7,,7239.0,2.39000000001397
2021-02-22,38.26,,7239.0,2.39000000001397
2021-02-23,38.97,,7239.0,2.39000000001397
2021-02-24,39.45,,7239.0,2.39000000001397
2021-02-25,38.57,,7239.0,2.39000000001397
2021-02-26,37.6,,7239.0,2.39000000001397
2021-03-01,37.45,,7239.0,2.39000000001397
2021-03-02,38.69,,7239.0,2.39000000001397
2021-03-03,37.82,,7239.0,2.39000000001397
2021-03-04,38.51,,7239.0,2.39000000001397
2021-03-05,39.36,,7239.0,2.39000000001397
2021-03-08,39.47,,7239.0,2.39000000001397
2021-03-09,40.98,,7239.0,2.39000000001397
2021-03-10,41.87,,7239.0,2.39000000001397
2021-03-11,42.27,,7239.0,2.39000000001397
2021-03-12,43.19,,7239.0,2.39000000001397
2021-03-15,42.73,,7239.0,2.39000000001397
2021-03-16,41.96,,7239.0,2.39000000001397
2021-03-17,43.34,,7239.0,2.39000000001397
2021-03-18,42.74,,7239.0,2.39000000001397
2021-03-19,42.31,,7239.0,2.39000000001397
2021-03-22,43.18,,7239.0,2.39000000001397
2021-03-23,41.78,,7239.0,2.39000000001397
2021-03-24,41.96,,7239.0,2.39000000001397
2021-03-25,40.71,,7239.0,2.39000000001397
2021-03-26,42.09,,7239.0,2.39000000001397
2021-03-29,42.2,,7239.0,2.39000000001397
2021-03-30,42.4,,7239.0,2.39000000001397
2021-03-31,42.89,,7239.0,2.39000000001397
2021-04-01,42.81,,7239.0,2.39000000001397
2021-04-05,42.81,,7239.0,2.39000000001397
2021-04-06,44.6,,7239.0,2.39000000001397
2021-04-07,44.23,,7239.0,2.39000000001397
2021-04-08,43.85,,7239.0,2.39000000001397
2021-04-09,44.03,,7239.0,2.39000000001397
2021-04-12,44.86,,7239.0,2.39000000001397
2021-04-13,44.24,,7239.0,2.39000000001397
2021-04-14,44.2,,7239.0,2.39000000001397
2021-04-15,44.55,,7239.0,2.39000000001397
2021-04-16,44.8,,7239.0,2.39000000001397
2021-04-19,44.74,,7239.0,2.39000000001397
2021-04-20,45.29,,7239.0,2.39000000001397
2021-04-21,46.32,,7239.0,2.39000000001397
2021-04-22,47.51,,7239.0,2.39000000001397
2021-04-23,47.38,,7239.0,2.39000000001397
2021-04-26,47.67,,7239.0,2.39000000001397
2021-04-27,47.78,,7239.0,2.39000000001397
2021-04-28,48.28,,7239.0,2.39000000001397
2021-04-29,48.51,,7239.0,2.39000000001397
2021-04-30,49.31,,7239.0,2.39000000001397
2021-05-03,49.9,,7239.0,2.39000000001397
2021-05-04,49.06,,7239.0,2.39000000001397
2021-05-05,49.91,,7239.0,2.39000000001397
2021-05-06,50.41,,7239.0,2.39000000001397
2021-05-07,50.93,,7239.0,2.39000000001397
2021-05-10,52.72,,7239.0,2.39000000001397
2021-05-11,53.55,,7239.0,2.39000000001397
2021-05-12,55.85,,7239.0,2.39000000001397
2021-05-13,55.04,,7239.0,2.39000000001397
2021-05-14,57.23,,7239.0,2.39000000001397
2021-05-17,56.97,,7239.0,2.39000000001397
2021-05-18,53.74,,7239.0,2.39000000001397
2021-05-19,50.35,,7239.0,2.39000000001397
2021-05-20,53.41,,7239.0,2.39000000001397
2021-05-21,52.43,,7239.0,2.39000000001397
2021-05-24,53.41,,7239.0,2.39000000001397
2021-05-25,53.83,,7239.0,2.39000000001397
2021-05-26,54.22,,7239.0,2.39000000001397
2021-05-27,52.39,,7239.0,2.39000000001397
2021-05-28,51.58,,7239.0,2.39000000001397
2021-05-31,52.24,,7239.0,2.39000000001397
2021-06-01,52.97,,7239.0,2.39000000001397
2021-06-02,51.94,,7239.0,2.39000000001397
2021-06-03,50.73,,7239.0,2.39000000001397
2021-06-04,50.47,,7239.0,2.39000000001397
2021-06-07,51.97,,7239.0,2.39000000001397
2021-06-08,52.58,,7239.0,2.39000000001397
2021-06-09,53.9,,7239.0,2.39000000001397
2021-06-10,54.15,,7239.0,2.39000000001397
2021-06-11,53.07,,7239.0,2.39000000001397
2021-06-14,53.29,,7239.0,2.39000000001397
2021-06-15,51.76,,7239.0,2.39000000001397
2021-06-16,51.72,,7239.0,2.39000000001397
2021-06-17,51.28,,7239.0,2.39000000001397
2021-06-18,52.26,,7239.0,2.39000000001397
2021-06-21,52.78,,7239.0,2.39000000001397
2021-06-22,53.76,,7239.0,2.39000000001397
2021-06-23,55.03,,7239.0,2.39000000001397
2021-06-24,55.49,,7239.0,2.39000000001397
2021-06-25,55.48,,7239.0,2.39000000001397
2021-06-28,55.9,,7239.0,2.39000000001397
2021-06-29,56.04,,7239.0,2.39000000001397
2021-06-30,56.78,,7239.0,2.39000000001397
2021-07-01,58.06,,7239.0,2.39000000001397
2021-07-02,57.76,,7239.0,2.39000000001397
2021-07-05,58.28,,7239.0,2.39000000001397
2021-07-06,54.44,,7239.0,2.39000000001397
2021-07-07,53.03,,7239.0,2.39000000001397
2021-07-08,52.77,,7239.0,2.39000000001397
2021-07-09,54.67,,7239.0,2.39000000001397
2021-07-12,52.12,,7239.0,2.39000000001397
2021-07-13,53.26,,7239.0,2.39000000001397
2021-07-14,53.78,,7239.0,2.39000000001397
2021-07-15,53.37,,7239.0,2.39000000001397
2021-07-16,53.28,,7239.0,2.39000000001397
2021-07-19,52.81,,7239.0,2.39000000001397
2021-07-20,51.59,,7239.0,2.39000000001397
2021-07-21,52.51,,7239.0,2.39000000001397
2021-07-22,51.16,,7239.0,2.39000000001397
2021-07-23,51.26,,7239.0,2.39000000001397
2021-07-26,53.57,,7239.0,2.39000000001397
2021-07-27,53.28,,7239.0,2.39000000001397
2021-07-28,54.2,,7239.0,2.39000000001397
2021-07-29,54.41,,7239.0,2.39000000001397
2021-07-30,53.69,SELL,0.0,388664.3
2021-08-02,54.79,,0.0,388664.3
2021-08-03,54.55,,0.0,388664.3
2021-08-04,55.82,,0.0,388664.3
2021-08-05,56.34,,0.0,388664.3
2021-08-06,57.02,,0.0,388664.3
2021-08-09,56.98,BUY,6821.0,3.720000000030268
2021-08-10,57.77,,6821.0,3.720000000030268
2021-08-11,58.14,,6821.0,3.720000000030268
2021-08-12,56.63,,6821.0,3.720000000030268
2021-08-13,55.74,,6821.0,3.720000000030268
2021-08-16,58.52,,6821.0,3.720000000030268
2021-08-17,57.56,,6821.0,3.720000000030268
2021-08-18,57.45,,6821.0,3.720000000030268
2021-08-19,53.84,,6821.0,3.720000000030268
2021-08-20,54.72,,6821.0,3.720000000030268
2021-08-23,55.67,,6821.0,3.720000000030268
2021-08-24,56.97,,6821.0,3.720000000030268
2021-08-25,56.87,,6821.0,3.720000000030268
2021-08-26,57.19,,6821.0,3.720000000030268
2021-08-27,59.32,,6821.0,3.720000000030268
2021-08-30,61.08,,6821.0,3.720000000030268
2021-08-31,61.07,,6821.0,3.720000000030268
2021-09-01,60.42,,6821.0,3.720000000030268
2021-09-02,61.83,,6821.0,3.720000000030268
2021-09-03,61.63,,6821.0,3.720000000030268
2021-09-06,62.61,,6821.0,3.720000000030268
2021-09-07,62.28,,6821.0,3.720000000030268
2021-09-08,62.74,,6821.0,3.720000000030268
2021-09-09,63.04,,6821.0,3.720000000030268
2021-09-10,61.22,,6821.0,3.720000000030268
2021-09-13,61.37,,6821.0,3.720000000030268
2021-09-14,60.16,,6821.0,3.720000000030268
2021-09-15,60.18,,6821.0,3.720000000030268
2021-09-16,59.63,,6821.0,3.720000000030268
2021-09-17,59.82,,6821.0,3.720000000030268
2021-09-20,61.02,,6821.0,3.720000000030268
2021-09-21,60.5,,6821.0,3.720000000030268
2021-09-22,60.94,,6821.0,3.720000000030268
2021-09-23,60.89,,6821.0,3.720000000030268
2021-09-24,63.29,,6821.0,3.720000000030268
2021-09-27,64.72,,6821.0,3.720000000030268
2021-09-28,62.29,,6821.0,3.720000000030268
2021-09-29,63.28,,6821.0,3.720000000030268
2021-09-30,62.16,,6821.0,3.720000000030268
2021-10-01,62.45,,6821.0,3.720000000030268
2021-10-04,63.82,,6821.0,3.720000000030268
2021-10-05,65.16,,6821.0,3.720000000030268
2021-10-06,59.58,,6821.0,3.720000000030268
2021-10-07,60.81,,6821.0,3.720000000030268
2021-10-08,58.76,,6821.0,3.720000000030268
2021-10-11,59.58,,6821.0,3.720000000030268
2021-10-12,59.34,,6821.0,3.720000000030268
2021-10-13,59.45,,6821.0,3.720000000030268
2021-10-14,61.79,,6821.0,3.720000000030268
2021-10-15,59.79,,6821.0,3.720000000030268
2021-10-18,58.92,,6821.0,3.720000000030268
2021-10-19,54.92,,6821.0,3.720000000030268
2021-10-20,58.14,,6821.0,3.720000000030268
2021-10-21,58.37,,6821.0,3.720000000030268
2021-10-22,58.64,,6821.0,3.720000000030268
2021-10-25,59.35,,6821.0,3.720000000030268
2021-10-26,60.16,,6821.0,3.720000000030268
2021-10-27,60.27,SELL,0.0,411105.3900000001
2021-10-28,58.94,,0.0,411105.3900000001
2021-10-29,59.08,,0.0,411105.3900000001
2021-11-01,57.29,,0.0,411105.3900000001
2021-11-02,59.79,,0.0,411105.3900000001
2021-11-03,60.15,,0.0,411105.3900000001
2021-11-04,60.18,,0.0,411105.3900000001
2021-11-05,59.73,,0.0,411105.3900000001
2021-11-08,60.96,,0.0,411105.3900000001
2021-11-09,60.75,,0.0,411105.3900000001
2021-11-10,63.48,,0.0,411105.3900000001
2021-11-11,64.02,,0.0,411105.3900000001
2021-11-12,63.58,,0.0,411105.3900000001
2021-11-15,66.22,,0.0,411105.3900000001
2021-11-16,67.83,,0.0,411105.3900000001
2021-11-17,67.45,BUY,6094.0,65.09000000008382
2021-11-18,69.38,,6094.0,65.09000000008382
2021-11-19,69.65,,6094.0,65.09000000008382
2021-11-22,70.22,,6094.0,65.09000000008382
2021-11-23,69.49,,6094.0,65.09000000008382
2021-11-24,73.23,,6094.0,65.09000000008382
2021-11-25,74.79,,6094.0,65.09000000008382
2021-11-26,73.12,,6094.0,65.09000000008382
2021-11-29,74.54,,6094.0,65.09000000008382
2021-11-30,75.73,,6094.0,65.09000000008382
2021-12-01,77.2,,6094.0,65.09000000008382
2021-12-02,80.25,,6094.0,65.09000000008382
2021-12-03,78.64,,6094.0,65.09000000008382
2021-12-06,81.65,,6094.0,65.09000000008382
2021-12-07,85.34,,6094.0,65.09000000008382
2021-12-08,89.41,,6094.0,65.09000000008382
2021-12-09,80.88,,6094.0,65.09000000008382
2021-12-10,84.37,,6094.0,65.09000000008382
2021-12-13,82.72,,6094.0,65.09000000008382
2021-12-14,80.12,,6094.0,65.09000000008382
2021-12-15,81.19,,6094.0,65.09000000008382
2021-12-16,85.71,,6094.0,65.09000000008382
2021-12-17,74.02,,6094.0,65.09000000008382
2021-12-20,80.09,,6094.0,65.09000000008382
2021-12-21,80.94,,6094.0,65.09000000008382
2021-12-22,76.83,,6094.0,65.09000000008382
2021-12-23,74.46,,6094.0,65.09000000008382
2021-12-24,76.31,,6094.0,65.09000000008382
2021-12-27,76.92,,6094.0,65.09000000008382
2021-12-28,79.29,,6094.0,65.09000000008382
2021-12-29,80.36,,6094.0,65.09000000008382
2021-12-30,80.16,,6094.0,65.09000000008382
2021-12-31,80.65,,6094.0,65.09000000008382
2022-01-03,84.01,,6094.0,65.09000000008382
2022-01-04,84.91,,6094.0,65.09000000008382
2022-01-05,87.58,,6094.0,65.09000000008382
2022-01-06,86.74,,6094.0,65.09000000008382
2022-01-07,85.42,,6094.0,65.09000000008382
2022-01-10,80.09,,6094.0,65.09000000008382
2022-01-11,81.3,,6094.0,65.09000000008382
2022-01-12,80.01,,6094.0,65.09000000008382
2022-01-13,80.56,,6094.0,65.09000000008382
2022-01-14,82.08,,6094.0,65.09000000008382
2022-01-17,80.58,,6094.0,65.09000000008382
2022-01-18,82.67,,6094.0,65.09000000008382
2022-01-19,82.09,,6094.0,65.09000000008382
2022-01-20,85.59,,6094.0,65.09000000008382
2022-01-21,84.47,,6094.0,65.09000000008382
2022-01-24,84.02,,6094.0,65.09000000008382
2022-01-25,87.45,,6094.0,65.09000000008382
2022-01-26,88.66,,6094.0,65.09000000008382
2022-01-27,89.76,,6094.0,65.09000000008382
2022-01-28,89.22,,6094.0,65.09000000008382
2022-01-31,89.24,,6094.0,65.09000000008382
2022-02-01,89.52,,6094.0,65.09000000008382
2022-02-02,94.21,,6094.0,65.09000000008382
2022-02-03,94.81,,6094.0,65.09000000008382
2022-02-04,96.45,,6094.0,65.09000000008382
2022-02-07,96.7,,6094.0,65.09000000008382
2022-02-08,96.93,,6094.0,65.09000000008382
2022-02-09,90.79,,6094.0,65.09000000008382
2022-02-10,90.78,,6094.0,65.09000000008382
2022-02-11,92.87,,6094.0,65.09000000008382
2022-02-14,91.76,,6094.0,65.09000000008382
2022-02-15,91.14,,6094.0,65.09000000008382
2022-02-16,89.86,,6094.0,65.09000000008382
2022-02-17,86.44,,6094.0,65.09000000008382
2022-02-18,89.47,,6094.0,65.09000000008382
2022-02-21,89.68,,6094.0,65.09000000008382
2022-02-22,89.77,,6094.0,65.09000000008382
2022-02-23,95.07,,6094.0,65.09000000008382
2022-02-24,87.03,,6094.0,65.09000000008382
2022-02-25,88.14,,6094.0,65.09000000008382
2022-02-28,82.21,,6094.0,65.09000000008382
2022-03-01,68.85,,6094.0,65.09000000008382
2022-03-02,68.49,,6094.0,65.09000000008382
2022-03-03,67.35,,6094.0,65.09000000008382
2022-03-04,65.1,,6094.0,65.09000000008382
2022-03-07,58.3,SELL,0.0,355345.2900000001
2022-03-08,68.51,,0.0,355345.2900000001
2022-03-09,73.18,,0.0,355345.2900000001
2022-03-10,76.41,,0.0,355345.2900000001
2022-03-11,76.76,,0.0,355345.2900000001
2022-03-14,78.28,,0.0,355345.2900000001
2022-03-15,77.43,,0.0,355345.2900000001
2022-03-16,78.16,,0.0,355345.2900000001
2022-03-17,79.89,,0.0,355345.2900000001
2022-03-18,78.89,,0.0,355345.2900000001
2022-03-21,78.39,,0.0,355345.2900000001
2022-03-22,80.67,,0.0,355345.2900000001
2022-03-23,76.6,,0.0,355345.2900000001
2022-03-24,78.24,,0.0,355345.2900000001
2022-03-25,78.6,,0.0,355345.2900000001
2022-03-28,80.81,,0.0,355345.2900000001
2022-03-29,81.7,,0.0,355345.2900000001
2022-03-30,78.31,,0.0,355345.2900000001
2022-03-31,76.48,,0.0,355345.2900000001
2022-04-01,78.49,,0.0,355345.2900000001
2022-04-04,78.5,,0.0,355345.2900000001
2022-04-05,78.05,,0.0,355345.2900000001
2022-04-06,77.18,,0.0,355345.2900000001
2022-04-07,79.94,,0.0,355345.2900000001
2022-04-08,80.09,,0.0,355345.2900000001
2022-04-11,77.95,,0.0,355345.2900000001
2022-04-12,79.01,,0.0,355345.2900000001
2022-04-13,77.44,,0.0,355345.2900000001
2022-04-14,79.97,,0.0,355345.2900000001
2022-04-19,80.2,,0.0,355345.2900000001
2022-04-20,87.82,,0.0,355345.2900000001
2022-04-21,86.44,,0.0,355345.2900000001
2022-04-22,88.99,,0.0,355345.2900000001
2022-04-25,83.46,BUY,4257.0,56.0700000001234
2022-04-26,82.71,,4257.0,56.0700000001234
2022-04-27,81.01,,4257.0,56.0700000001234
2022-04-28,82.68,,4257.0,56.0700000001234
2022-04-29,84.45,,4257.0,56.0700000001234
2022-05-02,83.04,,4257.0,56.0700000001234
2022-05-03,88.19,,4257.0,56.0700000001234
2022-05-04,88.31,,4257.0,56.0700000001234
2022-05-05,88.91,,4257.0,56.0700000001234
2022-05-06,91.54,,4257.0,56.0700000001234
2022-05-09,87.02,,4257.0,56.0700000001234
2022-05-10,87.34,,4257.0,56.0700000001234
2022-05-11,88.83,,4257.0,56.0700000001234
2022-05-12,88.26,,4257.0,56.0700000001234
2022-05-13,88.48,,4257.0,56.0700000001234
2022-05-16,89.56,,4257.0,56.0700000001234
2022-05-17,91.72,,4257.0,56.0700000001234
2022-05-18,84.64,,4257.0,56.0700000001234
2022-05-19,83.18,,4257.0,56.0700000001234
2022-05-20,80.39,,4257.0,56.0700000001234
2022-05-23,78.15,,4257.0,56.0700000001234
2022-05-24,81.32,,4257.0,56.0700000001234
2022-05-25,81.4,,4257.0,56.0700000001234
2022-05-26,84.76,,4257.0,56.0700000001234
2022-05-27,84.2,,4257.0,56.0700000001234
2022-05-30,83.97,,4257.0,56.0700000001234
2022-05-31,84.02,,4257.0,56.0700000001234
2022-06-01,86.08,,4257.0,56.0700000001234
2022-06-02,86.34,,4257.0,56.0700000001234
2022-06-03,86.87,,4257.0,56.0700000001234
2022-06-06,81.43,,4257.0,56.0700000001234
2022-06-07,81.31,,4257.0,56.0700000001234
2022-06-08,79.81,,4257.0,56.0700000001234
2022-06-09,81.01,,4257.0,56.0700000001234
2022-06-10,81.86,,4257.0,56.0700000001234
2022-06-13,81.54,SELL,0.0,347171.85000000015
2022-06-14,84.15,,0.0,347171.85000000015
2022-06-15,86.2,,0.0,347171.85000000015
2022-06-16,83.0,,0.0,347171.85000000015
2022-06-17,82.37,,0.0,347171.85000000015
2022-06-20,84.0,,0.0,347171.85000000015
2022-06-21,84.73,,0.0,347171.85000000015
2022-06-22,81.88,,0.0,347171.85000000015
2022-06-23,84.13,,0.0,347171.85000000015
2022-06-24,83.43,,0.0,347171.85000000015
2022-06-27,85.05,,0.0,347171.85000000015
2022-06-28,87.4,,0.0,347171.85000000015
2022-06-29,88.35,,0.0,347171.85000000015
2022-06-30,90.16,,0.0,347171.85000000015
2022-07-01,85.58,,0.0,347171.85000000015
2022-07-04,84.55,,0.0,347171.85000000015
2022-07-05,83.19,,0.0,347171.85000000015
2022-07-06,83.22,,0.0,347171.85000000015
2022-07-07,84.92,,0.0,347171.85000000015
2022-07-08,82.79,,0.0,347171.85000000015
2022-07-11,84.36,,0.0,347171.85000000015
2022-07-12,85.65,,0.0,347171.85000000015
2022-07-13,83.86,,0.0,347171.85000000015
2022-07-14,83.97,BUY,4134.0,39.870000000169966
2022-07-15,85.38,,4134.0,39.870000000169966
2022-07-18,84.94,,4134.0,39.870000000169966
2022-07-19,83.65,,4134.0,39.870000000169966
2022-07-20,78.84,,4134.0,39.870000000169966
2022-07-21,78.11,,4134.0,39.870000000169966
2022-07-22,76.3,,4134.0,39.870000000169966
2022-07-25,76.37,,4134.0,39.870000000169966
2022-07-26,76.68,SELL,0.0,317034.9900000002
2022-07-27,76.14,,0.0,317034.9900000002
2022-07-28,78.96,,0.0,317034.9900000002
2022-07-29,78.55,,0.0,317034.9900000002
2022-08-01,80.58,,0.0,317034.9900000002
2022-08-02,81.95,,0.0,317034.9900000002
2022-08-03,83.99,,0.0,317034.9900000002
2022-08-04,84.19,,0.0,317034.9900000002
2022-08-05,84.76,,0.0,317034.9900000002
2022-08-08,83.81,,0.0,317034.9900000002
2022-08-09,85.93,,0.0,317034.9900000002
2022-08-10,85.92,,0.0,317034.9900000002
2022-08-11,87.55,,0.0,317034.9900000002
2022-08-12,88.87,,0.0,317034.9900000002
2022-08-15,90.78,,0.0,317034.9900000002
2022-08-16,92.08,,0.0,317034.9900000002
2022-08-17,95.8,,0.0,317034.9900000002
2022-08-18,96.04,BUY,3301.0,6.9500000001862645
2022-08-19,98.01,,3301.0,6.9500000001862645
2022-08-22,92.17,,3301.0,6.9500000001862645
2022-08-23,89.29,,3301.0,6.9500000001862645
2022-08-24,89.24,,3301.0,6.9500000001862645
2022-08-25,89.31,,3301.0,6.9500000001862645
2022-08-26,90.31,,3301.0,6.9500000001862645
2022-08-29,86.66,,3301.0,6.9500000001862645
2022-08-30,80.81,,3301.0,6.9500000001862645
2022-08-31,80.03,,3301.0,6.9500000001862645
2022-09-01,80.79,,3301.0,6.9500000001862645
2022-09-02,77.89,,3301.0,6.9500000001862645
2022-09-05,74.45,,3301.0,6.9500000001862645
2022-09-06,69.88,,3301.0,6.9500000001862645
2022-09-07,69.03,,3301.0,6.9500000001862645
2022-09-08,67.24,,3301.0,6.9500000001862645
2022-09-09,66.08,,3301.0,6.9500000001862645
2022-09-12,71.82,,3301.0,6.9500000001862645
2022-09-13,69.75,SELL,0.0,230251.7000000002
2022-09-14,72.54,,0.0,230251.7000000002
2022-09-15,71.85,,0.0,230251.7000000002
2022-09-16,73.27,,0.0,230251.7000000002
2022-09-19,71.1,,0.0,230251.7000000002
2022-09-20,71.14,,0.0,230251.7000000002
2022-09-21,69.79,,0.0,230251.7000000002
2022-09-22,70.44,,0.0,230251.7000000002
2022-09-23,65.77,,0.0,230251.7000000002
2022-09-26,70.33,,0.0,230251.7000000002
2022-09-27,67.96,,0.0,230251.7000000002
2022-09-28,65.15,,0.0,230251.7000000002
2022-09-29,65.73,,0.0,230251.7000000002
2022-09-30,66.73,,0.0,230251.7000000002
2022-10-03,65.94,,0.0,230251.7000000002
2022-10-04,66.92,,0.0,230251.7000000002
2022-10-05,67.07,,0.0,230251.7000000002
2022-10-06,68.96,,0.0,230251.7000000002
2022-10-07,69.85,,0.0,230251.7000000002
2022-10-10,66.77,,0.0,230251.7000000002
2022-10-11,66.34,,0.0,230251.7000000002
2022-10-12,66.71,,0.0,230251.7000000002
2022-10-13,68.84,,0.0,230251.7000000002
2022-10-14,68.02,,0.0,230251.7000000002
2022-10-17,67.51,,0.0,230251.7000000002
2022-10-18,67.77,,0.0,230251.7000000002
2022-10-19,67.29,,0.0,230251.7000000002
2022-10-20,66.87,,0.0,230251.7000000002
2022-10-21,68.72,,0.0,230251.7000000002
2022-10-24,72.32,,0.0,230251.7000000002
2022-10-25,77.11,,0.0,230251.7000000002
2022-10-26,75.79,,0.0,230251.7000000002
2022-10-27,80.21,,0.0,230251.7000000002
2022-10-28,81.21,,0.0,230251.7000000002
2022-10-31,79.97,,0.0,230251.7000000002
2022-11-01,76.72,,0.0,230251.7000000002
2022-11-02,76.7,,0.0,230251.7000000002
2022-11-03,76.28,BUY,3018.0,38.660000000178115
2022-11-04,76.36,,3018.0,38.660000000178115
2022-11-07,77.49,,3018.0,38.660000000178115
2022-11-08,76.06,,3018.0,38.660000000178115
